,DATASET,ID,PORO,PERM,GRAINSIZE,GRAINSIZE.1,EOD,EOD_NMT
423,37.0,,7,0.08,,,Dune and Dry Interdune Origin,NM
424,37.0,,5.1,0.03,,,Dune and Dry Interdune Origin,NM
425,37.0,,6.4,0.03,,,Non-Dune Origin,NM
426,37.0,,8.5,0.05,,,Dune and Dry Interdune Origin,NM
427,37.0,,3.1,0.05,,,Non-Dune Origin,NM
428,37.0,,10.4,0.1,,,Dune and Dry Interdune Origin,NM
429,37.0,,8.3,0.04,,,Dune and Dry Interdune Origin,NM
430,37.0,,6.1,0.01,,,Dune and Dry Interdune Origin,NM
431,37.0,,7.5,0.07,,,Dune and Dry Interdune Origin,NM
432,37.0,,6.4,0.04,,,Dune and Dry Interdune Origin,NM
433,37.0,,7.5,0.06,,,Dune and Dry Interdune Origin,NM
434,37.0,,8.3,0.04,,,Dune and Dry Interdune Origin,NM
435,37.0,,8.4,0.13,,,Dune and Dry Interdune Origin,NM
436,37.0,,5.9,0.03,,,Dune and Dry Interdune Origin,NM
437,37.0,,6.5,0.03,,,Dune and Dry Interdune Origin,NM
438,37.0,,6.5,0.03,,,Dune and Dry Interdune Origin,NM
439,37.0,,5.9,0.03,,,Dune and Dry Interdune Origin,NM
440,37.0,,4.2,0.01,,,Dune and Dry Interdune Origin,NM
441,37.0,,5.3,0.02,,,Non-Dune Origin,NM
442,37.0,,6.1,0.03,,,Non-Dune Origin,NM
443,37.0,,5.7,0.02,,,Non-Dune Origin,NM
444,37.0,,8.2,0.04,,,Dune and Dry Interdune Origin,NM
445,37.0,,7.8,0.05,,,Dune and Dry Interdune Origin,NM
446,37.0,,8.3,0.05,,,Dune and Dry Interdune Origin,NM
447,37.0,,8.1,0.08,,,Dune and Dry Interdune Origin,NM
448,37.0,,6.2,0.02,,,Dune and Dry Interdune Origin,NM
449,37.0,,5.9,0.02,,,Non-Dune Origin,NM
450,37.0,,5.8,0.02,,,Non-Dune Origin,NM
451,37.0,,6,0.06,,,Dune and Dry Interdune Origin,NM
452,37.0,,7.5,0.03,,,Dune and Dry Interdune Origin,NM
453,37.0,,9.8,0.1,,,Dune and Dry Interdune Origin,NM
454,37.0,,6.2,0.03,,,Dune and Dry Interdune Origin,NM
455,37.0,,9.7,0.05,,,Dune and Dry Interdune Origin,NM
456,37.0,,8.6,0.05,,,Dune and Dry Interdune Origin,NM
457,37.0,,9.8,0.07,,,Dune and Dry Interdune Origin,NM
458,37.0,,9.8,0.06,,,Dune and Dry Interdune Origin,NM
459,37.0,,10.2,0.07,,,Dune and Dry Interdune Origin,NM
460,37.0,,9.1,0.06,,,Dune and Dry Interdune Origin,NM
461,37.0,,11,0.11,,,Dune and Dry Interdune Origin,NM
462,37.0,,9.6,0.08,,,Dune and Dry Interdune Origin,NM
463,37.0,,11.6,0.09,,,Dune and Dry Interdune Origin,NM
464,37.0,,10.3,0.05,,,Dune and Dry Interdune Origin,NM
465,37.0,,9.1,0.06,,,Dune and Dry Interdune Origin,NM
466,37.0,,8,0.03,,,Dune and Dry Interdune Origin,NM
467,37.0,,10.3,0.08,,,Dune and Dry Interdune Origin,NM
468,37.0,,9.7,0.06,,,Dune and Dry Interdune Origin,NM
469,37.0,,10.4,0.08,,,Dune and Dry Interdune Origin,NM
470,37.0,,11.3,0.11,,,Dune and Dry Interdune Origin,NM
471,37.0,,11,0.09,,,Dune and Dry Interdune Origin,NM
472,37.0,,5.4,0.02,,,Non-Dune Origin,NM
473,37.0,,4.9,0.02,,,Non-Dune Origin,NM
474,37.0,,6,0.02,,,Non-Dune Origin,NM
475,37.0,,8.3,0.05,,,Dune and Dry Interdune Origin,NM
476,37.0,,7.7,0.05,,,Dune and Dry Interdune Origin,NM
477,37.0,,8.6,0.05,,,Dune and Dry Interdune Origin,NM
478,37.0,,8.6,0.05,,,Non-Dune Origin,NM
479,37.0,,9.3,0.07,,,Dune and Dry Interdune Origin,NM
480,37.0,,8,0.04,,,Dune and Dry Interdune Origin,NM
481,37.0,,5.9,0.02,,,Dune and Dry Interdune Origin,NM
482,37.0,,12.7,0.56,,,Dune and Dry Interdune Origin,NM
483,37.0,,10.2,0.08,,,Dune and Dry Interdune Origin,NM
484,37.0,,7.6,0.06,,,Dune and Dry Interdune Origin,NM
485,37.0,,9.1,0.06,,,Dune and Dry Interdune Origin,NM
486,37.0,,15.3,28,,,Dune and Dry Interdune Origin,NM
487,37.0,,16.5,50,,,Dune and Dry Interdune Origin,NM
488,37.0,,16.6,66,,,Dune and Dry Interdune Origin,NM
489,37.0,,13.9,17,,,Dune and Dry Interdune Origin,NM
490,37.0,,16.6,334,,,Dune and Dry Interdune Origin,NM
491,37.0,,16.3,91,,,Dune and Dry Interdune Origin,NM
492,37.0,,11.5,18,,,Dune and Dry Interdune Origin,NM
493,37.0,,11.4,8.3,,,Dune and Dry Interdune Origin,NM
494,37.0,,9.9,3,,,Dune and Dry Interdune Origin,NM
495,37.0,,10.1,0.3,,,Dune and Dry Interdune Origin,NM
496,37.0,,11.1,0.43,,,Dune and Dry Interdune Origin,NM
497,37.0,,10.9,1.7,,,Dune and Dry Interdune Origin,NM
498,37.0,,8.2,0.15,,,Dune and Dry Interdune Origin,NM
499,37.0,,12.1,0.15,,,Dune and Dry Interdune Origin,NM
500,37.0,,11.7,0.33,,,Dune and Dry Interdune Origin,NM
501,37.0,,11.8,1.8,,,Dune and Dry Interdune Origin,NM
502,37.0,,10.6,0.2,,,Dune and Dry Interdune Origin,NM
503,37.0,,8.7,0.93,,,Dune and Dry Interdune Origin,NM
504,37.0,,13.1,7,,,Dune and Dry Interdune Origin,NM
505,37.0,,2.4,0.04,,,Dune and Dry Interdune Origin,NM
506,37.0,,12.2,4.6,,,Dune and Dry Interdune Origin,NM
507,37.0,,14.9,130,,,Dune and Dry Interdune Origin,NM
508,37.0,,9,7.2,,,Dune and Dry Interdune Origin,NM
509,37.0,,14.1,2.7,,,Dune and Dry Interdune Origin,NM
510,37.0,,12.3,1.9,,,Dune and Dry Interdune Origin,NM
511,37.0,,7.7,0.07,,,Dune and Dry Interdune Origin,NM
512,37.0,,7.7,0.08,,,Dune and Dry Interdune Origin,NM
513,37.0,,6.9,0.08,,,Dune and Dry Interdune Origin,NM
514,37.0,,6.3,0.07,,,Dune and Dry Interdune Origin,NM
515,37.0,,11,0.35,,,Dune and Dry Interdune Origin,NM
516,37.0,,13,3.3,,,Dune and Dry Interdune Origin,NM
517,37.0,,12.8,1.9,,,Dune and Dry Interdune Origin,NM
518,37.0,,10.4,0.37,,,Dune and Dry Interdune Origin,NM
519,37.0,,12.2,0.82,,,Dune and Dry Interdune Origin,NM
520,37.0,,13.9,2.9,,,Dune and Dry Interdune Origin,NM
521,37.0,,14,2.5,,,Dune and Dry Interdune Origin,NM
522,37.0,,13.9,2.4,,,Dune and Dry Interdune Origin,NM
523,37.0,,11.3,2,,,Dune and Dry Interdune Origin,NM
524,37.0,,7.3,0.07,,,Dune and Dry Interdune Origin,NM
525,37.0,,8.1,0.06,,,Dune and Dry Interdune Origin,NM
526,37.0,,9.4,0.07,,,Dune and Dry Interdune Origin,NM
527,37.0,,9.3,0.11,,,Dune and Dry Interdune Origin,NM
528,37.0,,8.4,0.11,,,Dune and Dry Interdune Origin,NM
529,37.0,,8,0.1,,,Dune and Dry Interdune Origin,NM
530,37.0,,8.1,0.1,,,Dune and Dry Interdune Origin,NM
531,37.0,,8,0.13,,,Dune and Dry Interdune Origin,NM
532,37.0,,9.7,0.69,,,Dune and Dry Interdune Origin,NM
533,37.0,,12.7,3.4,,,Dune and Dry Interdune Origin,NM
534,37.0,,7,0.14,,,Dune and Dry Interdune Origin,NM
535,37.0,,10,0.14,,,Dune and Dry Interdune Origin,NM
536,37.0,,8.4,0.11,,,Dune and Dry Interdune Origin,NM
537,37.0,,11.2,0.53,,,Dune and Dry Interdune Origin,NM
538,37.0,,10.2,0.42,,,Dune and Dry Interdune Origin,NM
539,37.0,,10.3,0.41,,,Dune and Dry Interdune Origin,NM
540,37.0,,7.4,0.1,,,Dune and Dry Interdune Origin,NM
541,37.0,,9.4,0.2,,,Dune and Dry Interdune Origin,NM
542,37.0,,7.9,0.22,,,Dune and Dry Interdune Origin,NM
543,37.0,,10.8,1.5,,,Dune and Dry Interdune Origin,NM
544,37.0,,9.1,0.22,,,Dune and Dry Interdune Origin,NM
545,37.0,,6.8,0.04,,,Dune and Dry Interdune Origin,NM
546,37.0,,4.8,0.05,,,Dune and Dry Interdune Origin,NM
547,37.0,,9,0.76,,,Dune and Dry Interdune Origin,NM
548,37.0,,10,0.2,,,Dune and Dry Interdune Origin,NM
549,37.0,,8.1,0.11,,,Dune and Dry Interdune Origin,NM
550,37.0,,5.3,0.08,,,Dune and Dry Interdune Origin,NM
551,37.0,,6.2,0.07,,,Dune and Dry Interdune Origin,NM
552,37.0,,13,3.6,,,Dune and Dry Interdune Origin,NM
553,37.0,,7.9,0.74,,,Dune and Dry Interdune Origin,NM
554,37.0,,16.8,9.2,,,Dune and Dry Interdune Origin,NM
555,37.0,,18.2,16,,,Dune and Dry Interdune Origin,NM
556,37.0,,17.8,13,,,Dune and Dry Interdune Origin,NM
557,37.0,,18.1,56,,,Dune and Dry Interdune Origin,NM
558,37.0,,14.9,26,,,Dune and Dry Interdune Origin,NM
559,37.0,,15.3,6.3,,,Dune and Dry Interdune Origin,NM
560,37.0,,17.9,108,,,Dune and Dry Interdune Origin,NM
561,37.0,,10.1,2.7,,,Dune and Dry Interdune Origin,NM
562,37.0,,11.5,3.4,,,Dune and Dry Interdune Origin,NM
563,37.0,,7.2,0.96,,,Dune and Dry Interdune Origin,NM
564,37.0,,6.8,0.21,,,Dune and Dry Interdune Origin,NM
565,37.0,,13.5,3.5,,,Dune and Dry Interdune Origin,NM
566,37.0,,17.2,6.9,,,Dune and Dry Interdune Origin,NM
567,37.0,,15.4,3.3,,,Dune and Dry Interdune Origin,NM
568,37.0,,16.9,12,,,Dune and Dry Interdune Origin,NM
569,37.0,,16.4,8.3,,,Dune and Dry Interdune Origin,NM
570,37.0,,15.8,7.5,,,Dune and Dry Interdune Origin,NM
571,37.0,,12.3,4.1,,,Dune and Dry Interdune Origin,NM
572,37.0,,12,12,,,Dune and Dry Interdune Origin,NM
573,37.0,,4.6,0.1,,,Dune and Dry Interdune Origin,NM
574,37.0,,12.9,8.5,,,Dune and Dry Interdune Origin,NM
575,37.0,,16.2,46,,,Dune and Dry Interdune Origin,NM
576,37.0,,5.3,0.07,,,Dune and Dry Interdune Origin,NM
577,37.0,,8.3,0.28,,,Dune and Dry Interdune Origin,NM
578,37.0,,9.1,0.97,,,Dune and Dry Interdune Origin,NM
579,37.0,,5.4,0.11,,,Dune and Dry Interdune Origin,NM
580,37.0,,11.8,2.3,,,Dune and Dry Interdune Origin,NM
581,37.0,,11.8,0.18,,,Dune and Dry Interdune Origin,NM
582,37.0,,10.6,0.13,,,Dune and Dry Interdune Origin,NM
583,37.0,,11.1,0.18,,,Dune and Dry Interdune Origin,NM
584,37.0,,13.1,0.57,,,Dune and Dry Interdune Origin,NM
585,37.0,,13.4,0.73,,,Dune and Dry Interdune Origin,NM
586,37.0,,13,2.6,,,Dune and Dry Interdune Origin,NM
587,37.0,,11.1,0.18,,,Dune and Dry Interdune Origin,NM
588,37.0,,13.4,0.3,,,Dune and Dry Interdune Origin,NM
589,37.0,,14.1,2.6,,,Dune and Dry Interdune Origin,NM
590,37.0,,13.9,5.3,,,Dune and Dry Interdune Origin,NM
591,37.0,,14.6,3.1,,,Dune and Dry Interdune Origin,NM
592,37.0,,12.6,0.84,,,Dune and Dry Interdune Origin,NM
593,37.0,,12.6,3,,,Dune and Dry Interdune Origin,NM
594,37.0,,11.9,0.25,,,Dune and Dry Interdune Origin,NM
595,37.0,,14.6,1.1,,,Dune and Dry Interdune Origin,NM
596,37.0,,14.1,4.3,,,Dune and Dry Interdune Origin,NM
597,37.0,,14.5,13,,,Dune and Dry Interdune Origin,NM
598,37.0,,17.2,9.1,,,Dune and Dry Interdune Origin,NM
599,37.0,,11.1,3.4,,,Dune and Dry Interdune Origin,NM
600,37.0,,10.3,3.8,,,Dune and Dry Interdune Origin,NM
601,37.0,,10.1,4.5,,,Dune and Dry Interdune Origin,NM
602,37.0,,8.8,0.15,,,Dune and Dry Interdune Origin,NM
603,37.0,,9.1,0.26,,,Dune and Dry Interdune Origin,NM
604,37.0,,8,0.09,,,Dune and Dry Interdune Origin,NM
605,37.0,,8,0.1,,,Dune and Dry Interdune Origin,NM
606,37.0,,10.5,0.47,,,Dune and Dry Interdune Origin,NM
607,37.0,,14.1,3.6,,,Dune and Dry Interdune Origin,NM
608,37.0,,13.2,3.7,,,Dune and Dry Interdune Origin,NM
609,37.0,,13.1,3.4,,,Dune and Dry Interdune Origin,NM
610,37.0,,13.8,3.8,,,Dune and Dry Interdune Origin,NM
611,37.0,,15,4.4,,,Dune and Dry Interdune Origin,NM
612,37.0,,13.3,4.8,,,Dune and Dry Interdune Origin,NM
613,37.0,,17,6.6,,,Dune and Dry Interdune Origin,NM
614,37.0,,6.9,0.08,,,Dune and Dry Interdune Origin,NM
615,37.0,,14.1,1.7,,,Dune and Dry Interdune Origin,NM
616,37.0,,15.8,1,,,Dune and Dry Interdune Origin,NM
617,37.0,,14.8,1,,,Dune and Dry Interdune Origin,NM
618,37.0,,14.9,1.9,,,Dune and Dry Interdune Origin,NM
619,37.0,,15.2,2.7,,,Dune and Dry Interdune Origin,NM
620,37.0,,15.8,3.5,,,Dune and Dry Interdune Origin,NM
621,37.0,,15.8,6.4,,,Dune and Dry Interdune Origin,NM
622,37.0,,7.7,0.27,,,Dune and Dry Interdune Origin,NM
623,37.0,,7.8,0.21,,,Dune and Dry Interdune Origin,NM
624,37.0,,10.8,0.22,,,Dune and Dry Interdune Origin,NM
625,37.0,,9.3,0.11,,,Dune and Dry Interdune Origin,NM
626,37.0,,11,0.18,,,Dune and Dry Interdune Origin,NM
627,37.0,,10.5,0.18,,,Dune and Dry Interdune Origin,NM
628,37.0,,9.4,0.09,,,Dune and Dry Interdune Origin,NM
629,37.0,,13.3,0.97,,,Dune and Dry Interdune Origin,NM
630,37.0,,9.5,0.39,,,Dune and Dry Interdune Origin,NM
631,37.0,,11.2,0.5,,,Dune and Dry Interdune Origin,NM
632,37.0,,7,0.06,,,Dune and Dry Interdune Origin,NM
633,37.0,,3.7,0.02,,,Non-Dune Origin,NM
634,37.0,,4.6,0.03,,,Non-Dune Origin,NM
635,37.0,,10.1,0.14,,,Dune and Dry Interdune Origin,NM
636,37.0,,9.9,0.28,,,Dune and Dry Interdune Origin,NM
637,37.0,,11.6,0.18,,,Dune and Dry Interdune Origin,NM
638,37.0,,9.4,0.3,,,Dune and Dry Interdune Origin,NM
639,37.0,,12.6,1.2,,,Dune and Dry Interdune Origin,NM
640,37.0,,12.7,0.47,,,Dune and Dry Interdune Origin,NM
641,37.0,,10.1,0.19,,,Dune and Dry Interdune Origin,NM
642,37.0,,9,0.22,,,Dune and Dry Interdune Origin,NM
643,37.0,,4.5,0.03,,,Non-Dune Origin,NM
644,37.0,,7.7,0.04,,,Dune and Dry Interdune Origin,NM
645,37.0,,6.7,0.07,,,Dune and Dry Interdune Origin,NM
646,37.0,,7.5,0.11,,,Dune and Dry Interdune Origin,NM
647,37.0,,5.9,0.09,,,Dune and Dry Interdune Origin,NM
648,37.0,,6,0.08,,,Dune and Dry Interdune Origin,NM
649,37.0,,6.3,0.07,,,Dune and Dry Interdune Origin,NM
650,37.0,,7.6,0.04,,,Dune and Dry Interdune Origin,NM
651,37.0,,4.8,0.03,,,Non-Dune Origin,NM
652,37.0,,9,0.1,,,Dune and Dry Interdune Origin,NM
653,37.0,,10.7,0.25,,,Dune and Dry Interdune Origin,NM
654,37.0,,9.5,0.07,,,Dune and Dry Interdune Origin,NM
655,37.0,,8.3,0.05,,,Dune and Dry Interdune Origin,NM
656,37.0,,6.7,0.04,,,Dune and Dry Interdune Origin,NM
657,37.0,,7.2,0.05,,,Dune and Dry Interdune Origin,NM
658,37.0,,7.2,0.06,,,Dune and Dry Interdune Origin,NM
659,37.0,,6.9,0.03,,,Dune and Dry Interdune Origin,NM
660,37.0,,8.3,0.07,,,Dune and Dry Interdune Origin,NM
661,37.0,,7.1,0.07,,,Dune and Dry Interdune Origin,NM
662,37.0,,5.9,0.04,,,Non-Dune Origin,NM
663,37.0,,6.3,0.05,,,Dune and Dry Interdune Origin,NM
664,37.0,,5.6,0.03,,,Non-Dune Origin,NM
665,37.0,,4.6,0.02,,,Non-Dune Origin,NM
666,37.0,,8.5,0.06,,,Dune and Dry Interdune Origin,NM
667,37.0,,8.8,0.06,,,Dune and Dry Interdune Origin,NM
668,37.0,,9.7,0.41,,,Dune and Dry Interdune Origin,NM
669,37.0,,8,0.06,,,Dune and Dry Interdune Origin,NM
670,37.0,,8,0.05,,,Dune and Dry Interdune Origin,NM
671,37.0,,9.8,0.11,,,Dune and Dry Interdune Origin,NM
672,37.0,,6.2,0.02,,,Non-Dune Origin,NM
673,37.0,,5.2,0.04,,,Non-Dune Origin,NM
674,37.0,,5.7,0.04,,,Non-Dune Origin,NM
675,37.0,,5,0.05,,,Non-Dune Origin,NM
676,37.0,,5.6,0.05,,,Non-Dune Origin,NM
677,37.0,,9.1,0.08,,,Dune and Dry Interdune Origin,NM
678,37.0,,9.3,0.1,,,Dune and Dry Interdune Origin,NM
679,37.0,,9.7,0.08,,,Dune and Dry Interdune Origin,NM
680,37.0,,8.4,0.07,,,Dune and Dry Interdune Origin,NM
681,37.0,,9.7,0.1,,,Dune and Dry Interdune Origin,NM
682,37.0,,8.4,0.19,,,Dune and Dry Interdune Origin,NM
683,37.0,,10.1,1.6,,,Dune and Dry Interdune Origin,NM
684,37.0,,6.2,0.04,,,Dune and Dry Interdune Origin,NM
685,37.0,,10.5,0.08,,,Dune and Dry Interdune Origin,NM
686,37.0,,9,0.09,,,Dune and Dry Interdune Origin,NM
687,37.0,,8,0.07,,,Dune and Dry Interdune Origin,NM
688,37.0,,6.7,0.03,,,Dune and Dry Interdune Origin,NM
689,37.0,,5.5,0.05,,,Non-Dune Origin,NM
690,37.0,,4.6,0.01,,,Non-Dune Origin,NM
691,37.0,,3,0.03,,,Non-Dune Origin,NM
692,37.0,,4.2,0.04,,,Dune and Dry Interdune Origin,NM
693,37.0,,3.5,0.05,,,Dune and Dry Interdune Origin,NM
694,37.0,,6.9,0.06,,,Dune and Dry Interdune Origin,NM
695,37.0,,6.7,0.03,,,Dune and Dry Interdune Origin,NM
696,37.0,,5.7,0.02,,,Non-Dune Origin,NM
697,37.0,,6.5,0.04,,,Non-Dune Origin,NM
698,37.0,,6.2,0.03,,,Non-Dune Origin,NM
699,37.0,,6.3,0.04,,,Dune and Dry Interdune Origin,NM
700,37.0,,4.3,0.02,,,Non-Dune Origin,NM
701,37.0,,6.8,0.03,,,Dune and Dry Interdune Origin,NM
702,37.0,,5.9,0.02,,,Non-Dune Origin,NM
703,37.0,,6.2,0.03,,,Non-Dune Origin,NM
704,37.0,,8.3,0.05,,,Dune and Dry Interdune Origin,NM
705,37.0,,7.9,0.04,,,Dune and Dry Interdune Origin,NM
706,37.0,,0,0.12,,,Dune and Dry Interdune Origin,NM
707,37.0,,6.7,0.04,,,Dune and Dry Interdune Origin,NM
708,37.0,,7.7,0.04,,,Dune and Dry Interdune Origin,NM
709,37.0,,7.6,0.05,,,Dune and Dry Interdune Origin,NM
710,37.0,,7.2,0.03,,,Dune and Dry Interdune Origin,NM
711,37.0,,5.1,0.02,,,Dune and Dry Interdune Origin,NM
712,37.0,,5.9,0.03,,,Dune and Dry Interdune Origin,NM
713,37.0,,5.7,0.03,,,Dune and Dry Interdune Origin,NM
714,37.0,,6.9,0.03,,,Dune and Dry Interdune Origin,NM
715,37.0,,7.1,0.03,,,Dune and Dry Interdune Origin,NM
716,37.0,,7.8,0.04,,,Dune and Dry Interdune Origin,NM
717,37.0,,7.9,0.05,,,Dune and Dry Interdune Origin,NM
718,37.0,,9.1,0.06,,,Dune and Dry Interdune Origin,NM
719,37.0,,7.1,0.03,,,Dune and Dry Interdune Origin,NM
720,37.0,,8.6,0.06,,,Dune and Dry Interdune Origin,NM
721,37.0,,6.1,0.02,,,Dune and Dry Interdune Origin,NM
722,37.0,,8.3,0.04,,,Dune and Dry Interdune Origin,NM
723,37.0,,6,0.03,,,Dune and Dry Interdune Origin,NM
724,37.0,,8.7,0.11,,,Dune and Dry Interdune Origin,NM
725,37.0,,6.2,0.06,,,Dune and Dry Interdune Origin,NM
726,37.0,,6.4,0.04,,,Dune and Dry Interdune Origin,NM
727,37.0,,4,0.04,,,Non-Dune Origin,NM
728,37.0,,5.6,0.03,,,Dune and Dry Interdune Origin,NM
729,37.0,,13.3,2.6,,,Dune and Dry Interdune Origin,NM
730,37.0,,7.7,0.13,,,Dune and Dry Interdune Origin,NM
731,37.0,,7.4,0.03,,,Dune and Dry Interdune Origin,NM
732,37.0,,7.7,0.04,,,Dune and Dry Interdune Origin,NM
733,37.0,,6.6,0.03,,,Dune and Dry Interdune Origin,NM
734,37.0,,6.1,0.04,,,Dune and Dry Interdune Origin,NM
735,37.0,,7.9,0.09,,,Dune and Dry Interdune Origin,NM
736,37.0,,7.2,0.1,,,Dune and Dry Interdune Origin,NM
737,37.0,,7.1,0.1,,,Dune and Dry Interdune Origin,NM
738,37.0,,6.4,0.03,,,Dune and Dry Interdune Origin,NM
739,37.0,,5.6,0.02,,,Dune and Dry Interdune Origin,NM
740,37.0,,6.3,0.02,,,Dune and Dry Interdune Origin,NM
741,37.0,,6.9,0.05,,,Dune and Dry Interdune Origin,NM
742,37.0,,8.4,0.08,,,Dune and Dry Interdune Origin,NM
743,37.0,,9.9,0.21,,,Dune and Dry Interdune Origin,NM
744,37.0,,9.6,0.25,,,Dune and Dry Interdune Origin,NM
745,37.0,,10.3,0.24,,,Dune and Dry Interdune Origin,NM
746,37.0,,10.9,0.38,,,Dune and Dry Interdune Origin,NM
747,37.0,,11.5,0.54,,,Dune and Dry Interdune Origin,NM
748,37.0,,10.8,0.42,,,Dune and Dry Interdune Origin,NM
749,37.0,,9.2,0.1,,,Dune and Dry Interdune Origin,NM
750,37.0,,8.4,0.23,,,Dune and Dry Interdune Origin,NM
751,37.0,,7,0.1,,,Dune and Dry Interdune Origin,NM
752,37.0,,9.1,0.08,,,Dune and Dry Interdune Origin,NM
753,37.0,,4.6,0.05,,,Dune and Dry Interdune Origin,NM
754,37.0,,4.6,0.04,,,Dune and Dry Interdune Origin,NM
755,37.0,,7.7,0.09,,,Dune and Dry Interdune Origin,NM
756,37.0,,10.5,1.1,,,Dune and Dry Interdune Origin,NM
757,37.0,,11.6,3.99,,,Dune and Dry Interdune Origin,NM
758,37.0,,12,33,,,Dune and Dry Interdune Origin,NM
759,37.0,,11.1,3.3,,,Dune and Dry Interdune Origin,NM
760,37.0,,10.7,5.1,,,Dune and Dry Interdune Origin,NM
761,37.0,,11.6,46,,,Dune and Dry Interdune Origin,NM
762,37.0,,7.6,0.81,,,Dune and Dry Interdune Origin,NM
763,37.0,,7.3,0.1,,,Dune and Dry Interdune Origin,NM
764,37.0,,2.1,0.05,,,Dune and Dry Interdune Origin,NM
765,37.0,,7.5,0.43,,,Dune and Dry Interdune Origin,NM
766,37.0,,4.9,0.04,,,Dune and Dry Interdune Origin,NM
767,37.0,,4.6,0.03,,,Dune and Dry Interdune Origin,NM
768,37.0,,5.3,0.05,,,Dune and Dry Interdune Origin,NM
769,37.0,,6.4,0.56,,,Dune and Dry Interdune Origin,NM
770,37.0,,5.2,0.06,,,Dune and Dry Interdune Origin,NM
771,37.0,,9.5,0.28,,,Dune and Dry Interdune Origin,NM
772,37.0,,7.6,0.05,,,Dune and Dry Interdune Origin,NM
773,37.0,,11,0.55,,,Dune and Dry Interdune Origin,NM
774,37.0,,7,0.03,,,Non-Dune Origin,NM
775,37.0,,9,0.12,,,Dune and Dry Interdune Origin,NM
776,37.0,,7.6,0.04,,,Dune and Dry Interdune Origin,NM
777,37.0,,9.3,0.19,,,Dune and Dry Interdune Origin,NM
778,37.0,,9.8,0.12,,,Dune and Dry Interdune Origin,NM
779,37.0,,6.6,0.07,,,Dune and Dry Interdune Origin,NM
780,37.0,,3.4,0.02,,,Non-Dune Origin,NM
781,37.0,,8.9,0.08,,,Dune and Dry Interdune Origin,NM
782,37.0,,10.6,0.18,,,Dune and Dry Interdune Origin,NM
783,37.0,,10.8,0.63,,,Dune and Dry Interdune Origin,NM
784,37.0,,7.1,0.09,,,Dune and Dry Interdune Origin,NM
785,37.0,,7.7,0.05,,,Dune and Dry Interdune Origin,NM
786,37.0,,9.8,0.13,,,Dune and Dry Interdune Origin,NM
787,37.0,,5.5,0.04,,,Non-Dune Origin,NM
788,37.0,,5.9,0.03,,,Non-Dune Origin,NM
789,37.0,,7,0.05,,,Non-Dune Origin,NM
790,37.0,,7.5,0.05,,,Dune and Dry Interdune Origin,NM
791,37.0,,5,0.05,,,Non-Dune Origin,NM
792,37.0,,4.3,0.02,,,Non-Dune Origin,NM
793,37.0,,4.4,0.04,,,Non-Dune Origin,NM
794,37.0,,5.4,0.02,,,Non-Dune Origin,NM
795,37.0,,5.1,0.02,,,Non-Dune Origin,NM
796,37.0,,6.2,0.02,,,Non-Dune Origin,NM
797,37.0,,5.8,0.03,,,Non-Dune Origin,NM
798,37.0,,7.1,0.05,,,Non-Dune Origin,NM
799,37.0,,5.4,0.02,,,Non-Dune Origin,NM
800,37.0,,4.5,0.02,,,Non-Dune Origin,NM
801,37.0,,6,0.04,,,Non-Dune Origin,NM
802,37.0,,6,0.02,,,Non-Dune Origin,NM
803,37.0,,9.3,0.06,,,Non-Dune Origin,NM
804,37.0,,8.6,0.05,,,Non-Dune Origin,NM
805,37.0,,7.9,0.04,,,Non-Dune Origin,NM
806,37.0,,5.5,0.01,,,Non-Dune Origin,NM
807,37.0,,4.9,0.02,,,Non-Dune Origin,NM
808,37.0,,7.1,0.03,,,Non-Dune Origin,NM
809,37.0,,12.6,1.7,,,Dune and Dry Interdune Origin,NM
810,37.0,,11.1,2.6,,,Dune and Dry Interdune Origin,NM
811,37.0,,13.8,23,,,Dune and Dry Interdune Origin,NM
812,37.0,,14.7,8.8,,,Dune and Dry Interdune Origin,NM
813,37.0,,10.9,0.92,,,Dune and Dry Interdune Origin,NM
814,37.0,,9,0.58,,,Dune and Dry Interdune Origin,NM
815,37.0,,7.2,1.4,,,Dune and Dry Interdune Origin,NM
816,37.0,,8.9,19,,,Dune and Dry Interdune Origin,NM
817,37.0,,8.2,21,,,Dune and Dry Interdune Origin,NM
818,37.0,,3.7,0.04,,,Non-Dune Origin,NM
819,37.0,,11.8,3.6,,,Dune and Dry Interdune Origin,NM
820,37.0,,8.4,0.82,,,Dune and Dry Interdune Origin,NM
821,37.0,,12.3,2.3,,,Dune and Dry Interdune Origin,NM
822,37.0,,13.5,7.2,,,Dune and Dry Interdune Origin,NM
823,37.0,,13.4,5,,,Dune and Dry Interdune Origin,NM
824,37.0,,10.2,7.2,,,Dune and Dry Interdune Origin,NM
825,37.0,,10.6,5.7,,,Dune and Dry Interdune Origin,NM
826,37.0,,7.9,0.13,,,Dune and Dry Interdune Origin,NM
827,37.0,,11.1,0.65,,,Dune and Dry Interdune Origin,NM
828,37.0,,11.9,0.61,,,Dune and Dry Interdune Origin,NM
829,37.0,,11.6,1.8,,,Dune and Dry Interdune Origin,NM
830,37.0,,10.8,0.35,,,Dune and Dry Interdune Origin,NM
831,37.0,,10.6,1.6,,,Dune and Dry Interdune Origin,NM
832,37.0,,12.5,1.2,,,Dune and Dry Interdune Origin,NM
833,37.0,,13.2,3.6,,,Dune and Dry Interdune Origin,NM
